"country","commodity","indicator","Unit","Date","Value"
"Togo","1.1.1.5. Rice, paddy","Area planted (Ha)","Ha","2022","99958"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2000","32413"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2001","32110"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2002","32017"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2003","28594"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2004","32276"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2005","32711"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2006","30723"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2007","32717"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2008","36492"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2009","45701.9"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2010","47403"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2011","44713"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2012","104043"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2013","92239"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2014","86515.27975"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2015","81600.99143"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2016","82914"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2017","84395.0878"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2018","86805.00691"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2019","89677.5865691995"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2020","94894.9433772953"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2021","98133"
"Togo","1.1.1.5. Rice, paddy","Area harvested (Ha)","Ha","2022","99958"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2000","2.083"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2001","2.336"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2002","2.57"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2003","2.743"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2004","2.572"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2005","2.209"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2006","2.553"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2007","2.834"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2008","2.689"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2009","2.65404099806135"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2010","2.32282766913487"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2011","2.51005300471899"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2012","1.627"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2013","1.78880950574052"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2014","1.76478227502119"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2015","1.72733195426257"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2016","1.65359369949586"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2017","1.66501427266757"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2018","1.67604032315734"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2019","1.63979339076619"
"Togo","1.1.1.5. Rice, paddy","Area irrigated (Ha)","","2020","1.68451095878734"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2000","2083"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2001","2336"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2002","2570"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2003","2743"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2004","2572"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2005","2209"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2006","2553"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2007","2834"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2008","2689"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2009","2654.040998"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2010","2322.827669"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2011","2510.053005"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2012","1627"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2013","1788.809506"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2014","1764.782275"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2015","1727.331954"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2016","1653.593699"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2017","1665.014273"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2018","1676.040323"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2019","1639.79339076619"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2020","1684.51095878734"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2021","1686.90450714846"
"Togo","1.1.1.5. Rice, paddy","Yield on area harvested (Kg/Ha)","KG/HA","2022","1697"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2000","59306"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2001","64082"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2002","69246"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2003","62107"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2004","68519"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2005","72858"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2006","76287"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2007","80418"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2008","85637"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2009","121294.7163"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2010","110109"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2011","112232"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2012","169272.523"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2013","168325.6923"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2014","147929.8383"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2015","140952"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2016","137106.068"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2017","140519.0257"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2018","145488.6918"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2019","147052.713756036"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2020","159851.942073763"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2021","165541"
"Togo","1.1.1.5. Rice, paddy","Production on area harvested (Tons)","Tons","2022","169608"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2000","3"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2001","0"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2004","2"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2005","0"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2008","1064.73"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2009","112.014"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2010","0"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2011","240"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2012","0.568"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2013","3685.497"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2014","0"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2015","35"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2016","6.051"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2017","71.76"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2018","19.603"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2019","0"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2020","528.162"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2021","1590.95"
"Togo","1.1.1.5. Rice, paddy","Imports (Tons)","Tons","2022","1524.55"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2000","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2001","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2008","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2009","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2010","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2011","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2012","332.2"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2013","0.4"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2014","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2015","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2016","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2017","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2018","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2019","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2020","0"
"Togo","1.1.1.5. Rice, paddy","Exports (Tons)","","2021","0"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2000","79580"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2001","78580"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2002","76169"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2003","67681"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2004","49362"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2005","51358"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2006","61748"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2007","72481"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2008","72048"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2009","71467.968"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2010","73776"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2011","73356"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2012","58441"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2013","50523"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2014","51804"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2015","54002"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2016","60416.97308"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2017","43912.0701"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2018","38571.84449"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2019","44776.8657229804"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2020","45385"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2021","46596"
"Togo","1.1.1.6. Millet","Area planted (Ha)","Ha","2022","46942"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2000","79580"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2001","78580"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2002","76169"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2003","67681"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2004","49362"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2005","51358"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2006","61748"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2007","72481"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2008","72048"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2009","71467.968"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2010","73776"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2011","73356"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2012","58441"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2013","50523"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2014","51804"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2015","54002"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2016","60416.97308"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2017","43912.0701"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2018","38571.84449"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2019","44776.8657229804"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2020","45385"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2021","46596"
"Togo","1.1.1.6. Millet","Area harvested (Ha)","Ha","2022","46942"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2000","620"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2001","640"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2002","679.09517"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2003","696.4436105"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2004","709.4120984"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2005","820.8847697"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2006","686.8724493"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2007","758"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2008","778"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2009","687.6602941"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2010","654.1964867"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2011","686.5559736"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2012","502"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2013","1275.478495"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2014","624.6867401"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2015","740.7518057"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2016","829.8543597"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2017","593.0977643"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2018","586.3869616"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2019","598.689520009408"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2020","598.689520009408"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2021","593.098120010301"
"Togo","1.1.1.6. Millet","Yield on area harvested (Kg/Ha)","KG/HA","2022","611"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2000","37373"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2001","41248"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2002","51726"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2003","47136"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2004","35018"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2005","42159"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2006","42413"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2007","45456"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2008","47402"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2009","49145.68389"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2010","48264"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2011","50363"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2012","29339"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2013","64441"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2014","39683.602"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2015","40002.07901"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2016","50137.28851"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2017","26044.1506"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2018","22618.02669"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2019","26807.4402472168"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2020","27237"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2021","27636"
"Togo","1.1.1.6. Millet","Production on area harvested (Tons)","Tons","2022","27915"
"Togo","1.1.1.6. Millet","Imports (Tons)","","2000","0"
"Togo","1.1.1.6. Millet","Imports (Tons)","","2001","0"
"Togo","1.1.1.6. Millet","Imports (Tons)","","2020","49"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2000","0"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2001","0"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2002","18"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2016","199.6"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2017","257"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2018","173"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2019","323"
"Togo","1.1.1.6. Millet","Exports (Tons)","Tons","2020","197"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2010","2558"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2011","4487"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2012","2558"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2013","4487"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2014","4466"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2015","4978.0608989592"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2016","3413"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2017","5872.79847"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2018","4303.34149"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2019","4423.34505944044"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2020","4975"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2021","5114.17307894823"
"Togo","1.1.1.10. Other cereals, specify","Area planted (Ha)","Ha","2022","5199.74853823869"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2010","2558"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2011","4487"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2012","2558"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2013","4487"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2014","4466"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2015","4978.0608989592"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2016","3413"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2017","5872.79847"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2018","4303.34149"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2019","4423.34505944044"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2020","4975"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2021","5114.17307894823"
"Togo","1.1.1.10. Other cereals, specify","Area harvested (Ha)","Ha","2022","5199.74853823869"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2015","921.644008203926"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2016","921.644008203926"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2017","621.535906605889"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2018","851.786113990851"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2019","866.831555560997"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2020","861.105527638191"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2021","858.580837155708"
"Togo","1.1.1.10. Other cereals, specify","Area irrigated (Ha)","","2022","859.874208476999"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2010","660.2814699"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2011","855.8056608"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2012","820.5629398"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2013","855.8056608"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2014","1064.935065"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2015","740.751805711258"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2016","829.854359683328"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2017","593.097764296125"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2018","591.336482862275"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2019","598.689520009408"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2020","600.132202269472"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2021","593.094165466583"
"Togo","1.1.1.10. Other cereals, specify","Yield on area harvested (Kg/Ha)","KG/HA","2022","594.666813110406"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2010","1689"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2011","3840"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2012","2099"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2013","3840"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2014","4756"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2015","4588"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2016","3145.571"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2017","3650.15512136513"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2018","3665.5265249427"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2019","3834.29507865781"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2020","4284"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2021","4390.93100348256"
"Togo","1.1.1.10. Other cereals, specify","Production on area harvested (Tons)","Tons","2022","4471.12965859743"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2000","123941"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2001","109014"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2002","127653"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2003","133586"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2004","115891"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2005","112471"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2006","135720"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2007","125740"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2008","131425"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2009","143426.79"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2010","147336"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2011","152209"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2012","251589"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2013","256695"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2014","282588.9377"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2015","265292.7582"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2016","270422"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2017","267020.4946"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2018","273678.787"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2019","283019.245023194"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2020","294060.956579582"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2021","302742"
"Togo","1.1.2.1. Cassava","Area planted (Ha)","Ha","2022","305160"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2000","123941"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2001","109014"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2002","127653"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2003","133586"
