"country","commodity","indicator","Unit","Date","Value"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2004","115891"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2005","112471"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2006","135720"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2007","125740"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2008","131425"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2009","143426.79"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2010","147336"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2011","152209"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2012","251589"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2013","256695"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2014","282588.9377"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2015","265292.7582"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2016","270422"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2017","267020.4946"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2018","273678.787"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2019","283019.245023194"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2020","294060.956579582"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2021","302742"
"Togo","1.1.2.1. Cassava","Area harvested (Ha)","Ha","2022","305160"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2000","10380"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2001","9277"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2002","10061"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2003","9428"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2004","10130"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2005","6030"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2006","8119"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2007","7614"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2008","7602"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2009","6244.680656"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2010","6167.908726"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2011","6560.321663"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2012","4129.538386"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2013","3517.248096"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2014","4080.518739"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2015","3916.936923"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2016","3799.527831"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2017","3941.712413"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2018","3980.841472"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2019","3949.83788031685"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2020","3949.83788031685"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2021","3977.80618480422"
"Togo","1.1.2.1. Cassava","Yield on area harvested (Kg/Ha)","KG/HA","2022","4013"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2000","700695"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2001","678865"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2002","727707"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2003","778865"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2004","675475"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2005","678186"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2006","767366"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2007","773162"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2008","795373"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2009","895654.501"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2010","908755"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2011","998540"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2012","959889"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2013","902860"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2014","1153109.456"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2015","1039135"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2016","1027475.915"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2017","1041682"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2018","1089471.865"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2019","1117880.13485129"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2020","1158044.44366438"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2021","1204249"
"Togo","1.1.2.1. Cassava","Production on area harvested (Tons)","Tons","2022","1224641"
"Togo","1.1.2.1. Cassava","Imports (Tons)","Tons","2011","351"
"Togo","1.1.2.1. Cassava","Imports (Tons)","Tons","2012","78"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2008","0"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2009","0"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2010","41.16"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2011","0"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2012","0"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2013","50.96"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2014","107.7"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2015","788.297"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2016","1014.653"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2017","546.235"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2018","719.96"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2019","968.852"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2020","703.957"
"Togo","1.1.2.1. Cassava","Exports (Tons)","Tons","2021","534.518"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2000","1002"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2001","2209"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2002","1835"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2003","2028"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2004","735"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2005","1530"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2007","2883"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2008","3339"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2009","2388"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2010","4501.717"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2011","2890.687"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2012","3690.626"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2013","2917.118"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2014","3576.003"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2015","1528.697"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2016","2613"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2017","2994.369"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2018","3027.161"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2019","3079"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2020","3256"
"Togo","1.1.2.2. Potatoes","Imports (Tons)","Tons","2022","3501.922"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2001","2.4"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2002","3.245"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2007","12"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2008","15"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2011","1.27"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2012","20"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2013","80.683"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2016","0.3"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2020","2"
"Togo","1.1.2.2. Potatoes","Exports (Tons)","Tons","2022","55.86"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2011","5163"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2012","2594"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2013","5163"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2014","3691"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2015","3691"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2017","2535.32098"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2018","2347.93038"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2021","2666"
"Togo","1.1.2.3. Sweet potatoes","Area planted (Ha)","Ha","2022","2738"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2000","1643"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2001","1831"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2002","1494"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2003","814"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2004","631"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2005","793"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2006","296"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2008","597"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2009","597"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2010","603"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2011","598"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2012","5984"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2013","5163"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2014","3691"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2015","3691"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2016","819"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2017","2535.32098"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2018","2347.93038"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2019","2375"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2021","2666"
"Togo","1.1.2.3. Sweet potatoes","Area harvested (Ha)","Ha","2022","2738"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2011","3866"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2012","6565"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2013","3866"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2014","3115"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2015","3115"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2017","3444.145006"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2018","3641.826276"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2021","3636.15903975994"
"Togo","1.1.2.3. Sweet potatoes","Yield on area harvested (Kg/Ha)","KG/HA","2022","3622"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2000","2752"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2001","1353"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2002","5448"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2003","1425"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2004","431"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2005","2399"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2006","2191"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2008","3989"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2009","3989"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2010","4753"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2011","4740"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2012","19957"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2013","11337"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2014","11497"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2015","8301"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2016","2737"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2017","8732.013091"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2018","8550.754553"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2019","8672"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2021","9694"
"Togo","1.1.2.3. Sweet potatoes","Production on area harvested (Tons)","Tons","2022","9919"
"Togo","1.1.2.3. Sweet potatoes","Exports (Tons)","","2005","60"
"Togo","1.1.2.3. Sweet potatoes","Exports (Tons)","","2018","0"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2000","51220"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2001","54048"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2002","54066"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2003","57967"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2004","56479"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2005","56709"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2006","60246"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2007","58431"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2008","63975"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2009","69177.5"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2010","71529"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2011","71225"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2012","103475"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2013","67241"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2014","100672.1277"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2015","86564.38697"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2016","91065"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2017","90643.21411"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2018","93853.79113"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2019","97694.3955432643"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2020","104140.742836556"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2021","106277"
"Togo","1.1.2.4. Yams","Area planted (Ha)","Ha","2022","108871"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2000","51220"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2001","54048"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2002","54066"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2003","57967"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2004","58010"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2005","57670"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2006","60246"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2007","58431"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2008","62775"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2009","69177.5"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2010","71529"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2011","71225"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2012","106279"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2013","67241"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2014","100672.1277"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2015","86564.38697"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2016","91065"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2017","90643.21411"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2018","93853.79113"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2019","97694.3955432643"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2020","104140.742836556"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2021","106277"
"Togo","1.1.2.4. Yams","Area harvested (Ha)","Ha","2022","108871"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2000","11340"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2001","10384"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2002","10752"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2003","10679"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2004","11018"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2005","10151"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2006","10341"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2007","10647"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2008","10202"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2009","10182.70328"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2010","9932.768527"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2011","10217.60618"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2012","8706"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2013","9833.286239"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2014","7811.436487"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2015","9027.026325"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2016","8938.509329"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2017","9178.503953"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2018","9150.2184"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2019","8949.00315962698"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2020","9000"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2021","9037.05411330768"
"Togo","1.1.2.4. Yams","Yield on area harvested (Kg/Ha)","KG/HA","2022","9044"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2000","563285"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2001","614962"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2002","574886"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2003","614962"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2004","636305"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2005","585427"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2006","621056"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2007","618212"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2008","648327"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2009","704413.9563"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2010","710481"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2011","727749"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2012","864408"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2013","661200"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2014","786393.9314"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2015","781419"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2016","813985.352"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2017","826553"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2018","858782.6865"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2019","874267.454394521"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2020","940876.20824901"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2021","960431"
"Togo","1.1.2.4. Yams","Production on area harvested (Tons)","Tons","2022","984614"
"Togo","1.1.2.4. Yams","Exports (Tons)","Tons","2015","114.8"
"Togo","1.1.2.4. Yams","Exports (Tons)","Tons","2016","125.66"
"Togo","1.1.2.4. Yams","Exports (Tons)","Tons","2017","434.14"
"Togo","1.1.2.4. Yams","Exports (Tons)","Tons","2018","715.668"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2010","4869"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2011","13243"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2012","4869"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2013","13243"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2014","4046"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2015","5099.63711"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2016","5428"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2017","4771.27422"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2018","5267.8499691"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2019","5563.10982411495"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2020","6043.7616626759"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2021","6132.5316626759"
"Togo","1.1.2.8. Other roots and tubers, specify","Area planted (Ha)","Ha","2022","6213.023729"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2010","4869"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2011","13243"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2012","4869"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2013","13243"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2014","4046"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2015","5099.63711"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2016","5428"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2017","4771.27422"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2018","5267.8499691"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2019","5563.10982411495"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2020","6043.7616626759"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2021","6132.5316626759"
"Togo","1.1.2.8. Other roots and tubers, specify","Area harvested (Ha)","Ha","2022","6213.023729"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2010","4142"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2011","856"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2012","1440"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2013","856"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2014","2848"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2015","1168.65818082146"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2016","3320.52155490052"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2017","3090.62634069479"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2018","3117.72129797822"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2019","3117.04392787453"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2020","3109.85468297472"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2021","3112.54590792599"
"Togo","1.1.2.8. Other roots and tubers, specify","Yield on area harvested (Kg/Ha)","KG/HA","2022","3115.23761363359"
"Togo","1.1.2.8. Other roots and tubers, specify","Production on area harvested (Tons)","Tons","2001","12970"
"Togo","1.1.2.8. Other roots and tubers, specify","Production on area harvested (Tons)","Tons","2010","20165"
"Togo","1.1.2.8. Other roots and tubers, specify","Production on area harvested (Tons)","Tons","2011","11337"
"Togo","1.1.2.8. Other roots and tubers, specify","Production on area harvested (Tons)","Tons","2012","7012"
